sentences,label
"fine . i talked to them last night . they 're traveling in europe right now .  | they might finish it by thanksgiving .  | i do , but i like the life here with robert .  | and other famous people . it 's a strange hobby . ",1
"i know . i ca n't wait to get home . i have been traveling on business for a month . i really miss my family .  | i have 2 , a boy and a girl . would you like to see a picture of them ?  | this is jane my beautiful daughter . she 's 24 .  | no . she is studying engineering at cambridge university . she will graduate this june . and she has gotten a position with ibm .  | so she is . and this is my son james .  | he is 21. he 's in college now and that 's my wife beth , a college teacher .  | thank you , so tell me about your family . ",1
"oh , terrible weather . the plane must be delayed .  | a month is a long time to be away . well , do you have any children ?  | sure . oh , how nice . now who 's this ?  | is she married ?  | what an excellent girl .  | how old is he ?  | wow . you certainly have a lovely family .  | my husband and i have a daughter tina . she is a lovely girl , and she likes playing the piano , but i do n't have a photo with me . ",0
"claudia , it 's professor albby .  | fine , thanks . miss leska is sick today . she has a class from 2:00 to 4:00 pm . can you teach her class ?  | oh , i see . gee . i do n't know what to do . ",1
"of course i 'll pick you up kevin . you 're my favorite cousin . great . i 'll see you at 3:00 o'clock . have a great trip . bye . hello ?  | oh , hi , professor albby . how are you ?  | oh , sorry . my cousin is visiting this week from seattle and he arrives today at 3:00 .  | well , wait . listen , my roommate terra can go to the bus station and meet my cousin . miss leska always helps me . ",2
"oh , i forgot to tell you . jane and bill invited us to dinner this evening . i promised we 'd go .  | 6:30 pm . bill said we could go to the bar together after dinner . that 's nice . shall we take them anything ? no jane said she 'd like to do all the food preparation herself .  | no jane said she 'd like to do all the food preparation herself . what about taking a bottle of wine ? bill loves wine .  | good , i 'll buy some on my way home . ",1
"hi dear , i 'm tired and do n't want to cook . shall we have dinner in a restaurant ?  | good . you know , i love jane 's cooking . what 's the time ?  | that 's nice . shall we take them anything ?  | i 'd rather take some flowers . i know jane loves roses . ",0
do you have any plans for next year ? ,1
"well , i travel if i could afford it but i do n't have any money . ",1
no . he finishes work at 5:00. he 's at alex 's . they 're good friends .  | ok. he usually comes home at about 8:00. he may call you then . ,2
is bunch in the office ?  | please tell him to call me . ,2
hello ? ,1
"hello , i 'm a local student and i 'm reading about the flat that you posted on the website . is it still available ? ",1
i do n't know . what do you have in mind ?  | i think it 's going to be hot that day and i might get a sunburn . how about the library ?  | that sounds great . but i 'd probably break my arm or something like i did last time . ,1
"friday , finally . honey , let 's do something fun this weekend .  | we can go to the lake and have a swim .  | the library is boring . then how about going mountain biking ?  | you wo n't this time . come on . ",1
right . i 've got some information about some schools in brighton from the district office . ,2
"tony , we should have a look at the schools before deciding where we move . our daughter needs to have a good education . ",2
"ann , are you doing anything tonight ?  | well , how about tomorrow ? maybe we could go to a concert ?  | that 's too bad .  | great i 'll book the tickets right now . ",1
"yes , i 'm afraid i 'll be busy tonight , i have an appointment with professor smith .  | tomorrow , i will take one of my friends to heathrow airport , she 's going to america .  | i will pick you up when i get back and we can go to the concert together . what do you think ? ",0
"excuse me , i 'm looking for chocolate chips . i ca n't find them in the desert row or in the candy section . ",1
"that 's because they 're in the baking section , go to the front of the store and turn right . you 'll see the baking area in front of you . ",2
do you know if johns coming home for dinner ? ,1
"he 'll be late , he told us not to wait for him . ",1
"do n't worry , madam . i 'll be there in a minute . ",1
"hello , this is miss anderson . there is a power cut in my house . could you please come over and fix it ? ",1
"actually i was thinking of a skeleton costume , and you can dress up like a witch . we can totally become a match . ",1
halloween is coming . what are you gon na dress up as ? a ghost like last year ? ,1
"right . i 've got some information about some schools in brighton from the district office .  | i do n't know if we want private schools , do we ?  | i would like our child to go to a state school . ",2
"tony , we should have a look at the schools before deciding where we move . our daughter needs to have a good education .  | good . it appears there are five high schools , three state schools and two private .  | no , it 's too expensive for us .  | ah , here . our daughter is n't good at sports or music , but has a good sense of fashion . we could send her to a school with good vocational training , such as designing or modeling . ",2
"ann , are you doing anything tonight ?  | well , how about tomorrow ? maybe we could go to a concert ?  | that 's too bad .  | great i 'll book the tickets right now . ",1
"yes , i 'm afraid i 'll be busy tonight , i have an appointment with professor smith .  | tomorrow , i will take one of my friends to heathrow airport , she 's going to america .  | i will pick you up when i get back and we can go to the concert together . what do you think ? ",0
"hello ?  | yes , it is .  | the rent is 50 a week and you have to pay weekly on mondays . ",1
"hello , i 'm a local student and i 'm reading about the flat that you posted on the website . is it still available ?  | how about the rent ? do you want the rent weekly or monthly ? ",1
"i do n't know . what do you have in mind ?  | i think it 's going to be hot that day and i might get a sunburn . how about the library ?  | that sounds great . but i 'd probably break my arm or something like i did last time .  | well .  | yeah , i remember and the only thing i caught was an old boot . just forget it . ",1
"friday , finally . honey , let 's do something fun this weekend .  | we can go to the lake and have a swim .  | the library is boring . then how about going mountain biking ?  | you wo n't this time . come on .  | ok , forget it . how about fishing ? remember the last time we went , i caught like 10 fish . ",1
great to see you on your bike . ,2
"wow . it 's not for the polluted air as you think . i 've put the car up for sale to afford the school fees , but i 'm so tired after writing . ",2
"do n't be so angry my darling , i wanted to buy a new car for you , but i have n't got enough money at the moment . so when i got to the car market , i changed my mind .  | i am sorry for that . please forgive me , i can promise you that if my business grows better for 3 more years , i 'll surely make a fortune , then i 'll buy you the most expensive car and a beautiful house with a nice , big garden and in the garden , there will be a fountain and a swimming pool . ",1
"why did you buy a second hand car for me ? it is so disappointing . i thought you 'd have bought me a new one .  | i feel so ashamed to drive such an old car . you know all my friends have good cars and beautiful houses . i really envy them .  | ok. that 's enough . thank you for the crazy ideas , but for the moment , let 's see what we can do to make this car look better . ",1
"claudia , it 's professor albby .  | fine , thanks . miss leska is sick today . she has a class from 2:00 to 4:00 pm . can you teach her class ?  | oh , i see . gee . i do n't know what to do . ",1
"of course i 'll pick you up kevin . you 're my favorite cousin . great . i 'll see you at 3:00 o'clock . have a great trip . bye . hello ?  | oh , hi , professor albby . how are you ?  | oh , sorry . my cousin is visiting this week from seattle and he arrives today at 3:00 .  | well , wait . listen , my roommate terra can go to the bus station and meet my cousin . miss leska always helps me . ",2
"hi i ordered some products from your website a week ago , but they have n't arrived yet although you had told me you would ship them one or 2 days after i placed my order . ",1
hello this is american amazon . ,1
i have just arrived here too .  | you came here by bus ? ,1
"hi **** sorry i 'm late .  | i plan to drive my car , but bob has to meet his mother at the airport .  | no , by taxi . but there was a jam on the way . ",0
yes . why ? ,1
can you recommend a good tailor ?  | i want a new overcoat for the winter . ,2
"what do you mean ?  | ok. everything about the truck and car is right .  | well , the article says so . ",0
who wrote this ? it 's completely wrong .  | just look at it . the accident was n't on thursday . it was on tuesday . the accident happened at lunch time . really you should remember the fact . it was a girl not a boy lying on the road and she had n't tripped over anything . she had just slipped because the road was wet from the rain .  | i do n't believe you . why do you think there was a truck ?  | do n't believe everything you read . it was a mini bus and the mini bus driver was fine . the person who flew out was a passenger at the front of the minibus . ,0
"i was praised by my new boss today .  | yes , you know a couple of months ago there was a problem in my department . a new system meant that you had to sign in and out all the time . many people did n't like this , because there was only one place you could sign in . which was a long way from where most people work when the new boss came he asked for solving methods and i suggested we put signing in stations at several locations . today , he told me he would take the advice and he gave me $ 200 as an award . ",1
"roy why do you look so happy today ?  | really ?  | wow . that 's great news , but do n't act so excited in your company , your colleagues may not like you . ",2
"yes please . i 'm looking for a smartphone , but uhm ? i do n't know much about them .  | i see i 'm interested in this one .  | so i can check my email , can i ?  | it 's got a camera has n't it ?  | wow . i really like the functions they 're wonderful . ",1
"can i help you ?  | right . well , with a smart phone you can use software , you know for your appointments , as an address book , that kind of thing you can take notes and write documents .  | this one ? it 's got all the features you 'd expect . a nice screen , wireless internet .  | yeah you can read and send email and surf the internet , too . as long as you 're in an area the internet can cover .  | yeah , it 's really good . you can take photos or videos . you can download video games and it 's got an mp3 player for your favorite songs . you can even watch tv . ",1
"did you notice the sign back there ? it says the speed limit is down to 45 miles per hour ?  | i 'm glad i mentioned it then , we do n't want to get a ticket for speeding . ",1
"ooh , i 'd better slow down . i 'm going 55 . ",1
"what do you want to watch tonight ? it looks like there are a few good thrillers that just came out .  | sure , i 'm in the mood for something funny . ",2
i 'm kind of sick of thrillers . we just saw an action movie last week . what about a comedy this time ? ,1
"mary , what 's your plan for this saturday ?  | i 'll go to bird park . as a matter of fact , i think you should go there , too .  | have n't you read in the newspaper about the arts festival that will take place there this weekend ?  | we can do lots of things . we can listen to music , look at paintings by local and international painters , enjoy a meal in the park or watch a play .  | there are 2 actually . the local painters will show their works from 10:00 am to 4:00 pm on saturday , and the international painters will show their works on sunday . ",1
"i want to stay at home and watch tv . what 's your plan ?  | why ?  | no , i did n't read the newspaper today . my little brother took it away when i was about to read it . what can we do at the festival ?  | i 'm not interested in music , but i do want to look at some paintings . so when is the art exhibition ? ",1
it 's the new movie called the internship . it 's very funny . ,2
what are you laughing at ? ,2
"oh , susan . what a surprise to run into you here ! are you shopping here ?  | no , i 'm here to pick up my mother . she 's meeting , a friend here . by the way , i heard you have a new job now . so how 's your new job going ?  | do you miss your old coworkers ? ",1
"yes , i need to go to a party tomorrow night . but i do n't know what to wear , so i came downtown to buy a dress . are you shopping here , too ?  | eeally well , thanks . my colleagues are really nice . though my boss is a bit strict , he 's nice too , different from my former boss . he is n't bossy at all .  | of course . i worked with them for 5 years and we got along well , but i just could n't stay there any longer . i have a family to support , you know . i did n't really make much there . well , let 's stop talking about me . so how 's your job going ? ",1
about four months . it begins in early november and lasts until february . ,1
it 's january and it 's been raining the whole month . how long does the rainy season last year ? ,1
"i 'm coming . wow , so much food ! why so much food ?  | oh , i forgot it . ",1
"dinner is ready .  | it 's your birthday today , remember ? ",1
"yes , fishing . i go fishing twice a week .  | maybe it 's because you lack patience . ",1
"do you have any other hobbies besides stamp collecting ?  | that 's very popular too . every time i passed the lake , i see many people sitting there with fishing rods in their hands , but i 've never seen anyone catch anything . ",1
"hey , mary . a small world . you 've changed your hairstyle . you used to be slim and have long hair . and where are your glasses ? ",1
"oh , they were terrible . i ca n't believe you still remember them . ",1
"ok , i got my vacation early this year , so as soon as school 's out the first of june we have 2 weeks to have fun . we 've talked about this before , and have chosen 2 possibilities . a trip across canada or explore florida , which will it be ?  | we should get on the internet and check flight schedules as soon as possible . i remember a ticket costs $ 500 . they may still have that promotion where a second person flies for half price . that means the four of us can go for the cost of 3 .  | your mother and i will take care of the driving and make hotel reservations . so you and tim will plan the sightseeing . is that a deal ? ",2
"i 'd like to go to florida . i 've always wanted to visit orlando .  | orlando here we come , but we wo n't spend the whole 2 weeks there , will we ? i heard saint augustine was cool and there 's daytona beach , where you can drive on the beach .  | yeah , great . ",1
"ma'am , this is a 99-cent store . everything is the same price . ",1
"excuse me sir , can you tell me how much this box of sticky notes costs ?  | oh right , how silly of me . ",1
"carol telephone .  | i do n't know , wait a second . may i ask who 's calling please ? carrollite susan .  | sorry susan , carol ca n't come to the phone right now , is there something i can help you with ? oh , i see , carol she wants to know if the party is tonight or tomorrow night . ",1
"who is it ?  | oh , i 'm taking a shower can you ask her if it 's important ?  | tell her it is tomorrow night at 8:30 at jills house , tell her to bring a dessert if she wants . ",1
"yes , there on the left next to the purses , but do n't you think you should look for something uh a bit more mature ? ",1
"excuse me , can you tell me where i can find dresses for teenagers ?  | oh no it 's not for me , i 'm looking for a present for my niece . she 's turning 16 next week and she 's having a big party . ",1
"no , but i 'd like them to come . i think michael can give you their phone number . ",1
i 'd like to ask the trumps to come to the party . do you know their phone number ? ,1
hmm ... i got up at 11:30 am . i 'm having brunch now .  | 2:00 am . ,1
"you look tired . what time did you get up ?  | oh , so late . what time did you go to bed last night ? ",0
"on the whole , it is true . but you ca n't miss the point that it is very competitive . ",2
"nowadays , life for the young people is interesting and full of variety . ",2
in the newspaper there are several ads for snow removal . ,1
those companies probably all need part time help . let 's call and see if their hiring . ,2
"i got stuck in the heavy traffic .  | it depends . if i ride my bike , it will take me about 50 minutes .  | if i am lucky , i will spend only half an hour on my way . but if it is not my day , it will take almost an hour . ",1
"andrew , you are late again . what 's the matter ?  | how long does it take you to come here ?  | how about taking the bus ? ",0
our music club held an activity in the shopping center then .  | so sorry . i should have told mom and dad and you last night . but i was afraid i would be too nervous to play well if they went there . mrs. smith took us there . she has been preparing us for this free performance for a month . ,1
"father sent me to the school to pick you up this afternoon . but you were not there . what were you guys doing , william ?  | what activity ? you did n't tell us anything about it . ",1
"oh , bad luck . i hate getting wet . everything is dirty outside . ",0
you have to go out ? i 'll stay inside unless i have something important to do . ,2
"mary , do you sit next to sandra in the classroom ? ",1
"no . i sit in the back row . she used to sit by the window , but now she sits by the door . ",2
"hi i am calling to complain about the mobile phone i bought from you last sunday . the model is samsung galaxy 3818. i can not receive any incoming calls it always gives collars a busy signa . do you know what the problem could be ?  | yes , i can also call other people .  | since this tuesday , the day before yesterday . you know initially i thought it was the mobile 's problem , but then i realized it might be caused by the signal . ",1
"dood morning . this is jenny speaking , what can i do for you ?  | can you send any short messages ?  | could you please tell me how long this has been happening ? ",1
"hi , sue . it 's bil parker from your geometry class .  | fine , thanks . listen , i 'm working on our assignment and i ca n't seem to figure out question tend and the teaching assistant 's out of town , so i was wondering if you could help me . ",1
"hello .  | oh . hi , bil . how are you ?  | well , i did the last one . but i 'm not sure it 's right . ",1
can you hold my place in line ? i need to step outside to see if my wife has arrived . ,1
"no problem , sir , but if i get to the front of the line and you have n't returned . i ca n't wait for you . you will simply lose your place . ",2
we 're going to the circus .  | i have n't been to the circus since i was a kid .  | i 'm not sure .  | great .  | when you said that you had a surprise for maine that would make me feel young again . this was n't exactly what i imagined . ,1
"tah dah . we are here . this is your big surprise .  | you got it in one . it 's going to be great . there will be clowns in mind trainers .  | that 's the point . i thought this would be an unforgettable experience of recalling the past for both of us an let us feel like kids again  | come on . will mister first act ? i think there 'll be magicians and tightrope walkers , too .  | listen . i can hear cheers from here . let 's go . ",1
"it 's a furnished 2 bedroom flat in a three story building on campus .  | it 's not so bad as i thought it would be . the freshman that live nearby a really noisy , especially on weekends . but the rent is much cheaper than private housing . so it 's worth it .  | no they 're all included . besides , students do n't have to pay state tax so we 're saving quite a bit of money living here .  | that 's the bad thing . the contract ends in june . however , all the students will leave the city for the summer , so maybe i 'll be able to find a cheap place then . ",1
what 's your apartment like ?  | what is it like living in the campus housing ?  | do you have to pay extra fees besides your monthly rent ?  | how long is your contract ? ,1
"no , i already brushed them this morning . i 'm busy playing my x-box . ",1
"jack , have you brushed your teeth ?  | jack , you know you have to brush them twice a day . doctor brunswick said so . do n't talk back . just go do it now . ",1
"jennifer , i just to read this amazing book . want to hear about it ?  | it 's all about a guy named harold , of about 30. he 's trying to get from one side of the street to the other , but all these funny things keep happening to him . it is about 200 pages long . i was so into the book that i finished it in one day . ",2
"sure , chavez . ",1
"exactly even worse , believe it or not . ",1
is that cause as hard as everybody says ? ,1
"do n't worry , that clock is 30 minutes fast . you still have time to do them . ",1
"oh no , it 's 6:00 o'clock now . i have n't finished these exercises yet . ",1
"yes , i expect so . we shall see most of them . ",2
"we 're nearly there . will we be allowed to visit all the ships , peter ? the space station and aircraft equipment as well as the others .  | good . visiting spaceships is always exciting . but remember we 've got work to do . we 've got a story to write and photographs to take . ",2
"i have n't decided yet . my wife is going to stay at her parents ' for a few weeks . they live in the countryside , you know .  | well , to be honest , i do n't like living with my wife 's parents . so maybe i 'll just stay at home . what about you ?  | china is a great country . there are many great places to visit there . i 'm sure you 'll have great fun . ",1
"ted , where are you going for your holiday this year ?  | why not go with her ? you can enjoy fresh air there .  | i 'll spend a few weeks in china . my husband and i want to see around the country . ",1
"susan , i would like to introduce you to my friend , alan . ",1
"glad to meet you , ellen . bob tells me that you are interested in african art , too . ",1
excuse me . can you tell me where the pizzas are ? ,1
"pizzas ? uh ... let me think . oh yeah , they 're next to the clothes section . ",2
"excuse me , can you tell me why the white shirt cost $ 300 while the black one on the left is only half the price ? ",1
"well , that is because the white one is made of good silk . ",1
is there a regular train service to london besides the additional one at 4:50 pm tomorrow ? ,1
"yes , there is a train every afternoon at 2:30 and that gets to london at 5:15 . ",1
i came around with the watering pot just 2 days ago . are you sure the leaves are getting enough light ? ,2
it does n't look as though these plants have been watered for a long time . ,2
you mean there 's no direct flight from new york to boston . ,1
you can change planes in either chicago or denver . ,1
i wrote this song last night . i 've been feeling very creative lately . ,1
"hey , are you ok ? your runny nose and cough tell me that you either have a cold or flu .  | well , maybe we can serve internet and see if we can come up with something . ",1
"neither , is just that i ca n't stand the smell of the paint in the living room . any idea how to get rid of it ? ",1
"yes , i expect so . we shall see most of them .  | will we be allowed to take photographs ? ",2
"we 're nearly there . will we be allowed to visit all the ships , peter ? the space station and aircraft equipment as well as the others .  | good . visiting spaceships is always exciting . but remember we 've got work to do . we 've got a story to write and photographs to take .  | yes , i think so . and there will be a chance to ask questions . ",2
"jennifer , i just to read this amazing book . want to hear about it ?  | it 's all about a guy named harold , of about 30. he 's trying to get from one side of the street to the other , but all these funny things keep happening to him . it is about 200 pages long . i was so into the book that i finished it in one day .  | the book is set in the future . i love reading books like that . it was also just really funny . ",2
"sure , chavez .  | wow ! it must have been very good . what did you like the most about it ? ",1
"we should discuss our plans for the art exhibition . i have tickets , but since it starts so soon after work , getting there might be a problem , should we take a taxi or a bus there . ",1
"no , we might be late if we run into traffic . let 's just take the subway . ",1
what a lovely necklace ! it must have cost you a fortune and it totally matches your modern look . ,2
actually my mother gave it to me . she got it from her grandmother . it 's over 100 years old . ,1
"honey , what 's all our stuff doing in the driveway . ",1
it 's a newsday spring cleanup sale . for only $ 19 . 95 we can put a two line classified ad in newsday for 7 days and with over 2 million readers will get results fast . ,2
can you hold my place in line ? i need to step outside to see if my wife has arrived .  | that 's fine . i just need to go out for a second and i ca n't buy the tickets until she tells me what movie she wants to see .  | she wo n't make up her mind until she sees the movie posters . she 's very selective about the movies that we watch . ,1
"no problem , sir , but if i get to the front of the line and you have n't returned . i ca n't wait for you . you will simply lose your place .  | ca n't you just call her and ask ?  | i understand . my sister is the same way . you should hurry though . ",1
we 're going to the circus .  | i have n't been to the circus since i was a kid .  | i 'm not sure .  | great .  | when you said that you had a surprise for maine that would make me feel young again . this was n't exactly what i imagined .  | if you say so . ,1
"tah dah . we are here . this is your big surprise .  | you got it in one . it 's going to be great . there will be clowns in mind trainers .  | that 's the point . i thought this would be an unforgettable experience of recalling the past for both of us an let us feel like kids again  | come on . will mister first act ? i think there 'll be magicians and tightrope walkers , too .  | listen . i can hear cheers from here . let 's go .  | i know . it 's even better , right ? ",1
"hi i am calling to complain about the mobile phone i bought from you last sunday . the model is samsung galaxy 3818. i can not receive any incoming calls it always gives collars a busy signa . do you know what the problem could be ?  | yes , i can also call other people . ",1
"dood morning . this is jenny speaking , what can i do for you ?  | can you send any short messages ? ",1
"i 'm a museum builder . i manage a team of people called museum educators . all of them hold graduate degrees in museum education , museum studies or public history , and all have worked in other museums or historic houses before joining my team . ",1
how would you describe your job sam ?  | what do museum educators do ? ,1
most of the world 's rainforests are in danger . they are disappearing at a high rate . ,2
"yeah , many plants and animals exist only in rainforests . ",2
"our music club held an activity in the shopping center then .  | so sorry . i should have told mom and dad and you last night . but i was afraid i would be too nervous to play well if they went there . mrs. smith took us there . she has been preparing us for this free performance for a month .  | in the beginning , we all walked in the shopping center like we were shopping there . a few minutes later , one of our members began to play the violin in the center on the first floor . with that music , we all quickly gathered there one by one and joined to play .  | yes , we played 4 pieces of music in total . so many people stood around us and recorded it with their cameras and cell phones . ",1
"father sent me to the school to pick you up this afternoon . but you were not there . what were you guys doing , william ?  | what activity ? you did n't tell us anything about it .  | it 's ok ? what did you do then ?  | you mean you held the performance among passers-by ? ",1
"oh , lots of things . how about some meat and some vegetables , noodles and soup ? ",1
"what else should we order ? you can order anything you like , it 's my sister 's treat .  | great . i 'm hungry , so i can eat a lot . ",1
i 'd prefer pancakes . ,1
"i 'm tired of eggs for breakfast , let 's have fruit instead . ",0
"i got stuck in the heavy traffic .  | it depends . if i ride my bike , it will take me about 50 minutes .  | if i am lucky , i will spend only half an hour on my way . but if it is not my day , it will take almost an hour .  | it is a little far from downtown .  | well , that might be a way . but i like to meet my friends after work . moving here means losing the chance to meet them . ",1
"andrew , you are late again . what 's the matter ?  | how long does it take you to come here ?  | how about taking the bus ?  | that really wastes a lot of time . why do n't you move to a neighborhood closer to our company ?  | but you will not be late that off in this way . and there is a supermarket near our company . you can buy food or clothes there after work . it is convenient . ",0
"what time is it , sheila ? how long have i been here ?  | you 've got a point . i always mean to study hard , but i nod off soon . maybe it 's too quiet here .  | yeah , he 's a nice teacher . but he just ca n't seem to come down to earth . he seemed to be talking to himself the whole class . it made everyone sleepy .  | it was really embarrassing for the teacher . ",1
"hey , john . rise and shine .  | hmm ... about 2 hours . i think the library is a quiet place for a sleeping .  | you were thinking edwards carlson 's psychology classes , right ?  | you should have been in my history classes with professor rivers . he always encourages his students to collect information after class . some of his students are wonderful . once a student got up and challenged him to name 6 women who made great contributions to the american revolution . it really beat him . he just listed 3 .  | especially when the student started telling him over a dozen names . but at last , the teacher praised her . ",1
that reminds me . i 've been thinking about exchanging it for a larger size . ,1
have you had a chance to wear your new suit yet ? ,1
they 're a nice match to your skirt . but is that a good fit ? ,2
they 're a little too small and my toes hurt . ,1
"yes , there on the left next to the purses , but do n't you think you should look for something uh a bit more mature ? ",1
"excuse me , can you tell me where i can find dresses for teenagers ?  | oh no it 's not for me , i 'm looking for a present for my niece . she 's turning 16 next week and she 's having a big party . ",1
"carol telephone .  | i do n't know , wait a second . may i ask who 's calling please ? carrollite susan . ",1
"who is it ?  | oh , i 'm taking a shower can you ask her if it 's important ? ",1
"oh no , i do n't . but if you call the old one , and there will probably be a recording telling you the new one . ",1
i was just wondering if you knew kate 's new phone number . ,1
i will send you an email . so you do n't have to do the spelling on the phone . ok ? ,2
can you give us your email address ? so we can get back to you as soon as possible . ,1
"yes , there on the left next to the purses , but do n't you think you should look for something uh a bit more mature ?  | oh , i remember when my daughter was that age , she 's about to graduate college now .  | there are some schools there that offer good programs , but they probably do n't get the scenery like we do here on the east coast . i 've always like seeing the seasons change . i went to the university of pennsylvania . what about you ? ",1
"excuse me , can you tell me where i can find dresses for teenagers ?  | oh no it 's not for me , i 'm looking for a present for my niece . she 's turning 16 next week and she 's having a big party .  | how wonderful . yeah , elizabeth is looking at schools right now , will probably take her on a tour of the east coast colleges sometime in the fall . she lives with my brother and his wife in oregon .  | i went to brown university . ",1
"no problem , madam . we have an excellent mechanic here . ",2
"excuse me , i need to have my car serviced before my long drive home . ",2
"they must have had me confused with my brother . he 's been sick all week , but i 've never felt better in my life . ",0
"hello , john . how are you feeling now ? somebody said you 've been sick . ",0
our music club held an activity in the shopping center then . ,1
"father sent me to the school to pick you up this afternoon . but you were not there . what were you guys doing , william ? ",1
"emily , what are your plans for this weekend ? andrew and i have decided to go skating this saturday . do you want to join us ?  | cool . what is the name of the movie ?  | i once saw the 1991 movie beauty and the beast . it is great .  | wow . you have learned much about the movie . sounds great . you got me wanting to see it .  | yes , i do . i will ask andrew if he would like to . ",1
"sounds interesting . i 'd like to , but sally and i have already made plans . we 're going to watch a movie this sunday . i plan to look up information about the movie on the internet on saturday .  | beauty and the beast . emma watson plays the lead role bell . she is one of my favorite actresses .  | yeah . actually , the story is adapted from a french fairy tale by beaumont . i 've read that there are some french expressions in the movie .  | so do you want to join us and enjoy the wonderful story on sunday ?  | alright . then please tell me ahead of time , so that i can book the tickets online in advance . ",2
"you 're welcome , happy landing . ",2
"flight 331 is being announced , i 'd better be on my way , goodbye . thanks for all your kind offer . ",2
"hello , jenny . are you going to california ?  | why ?  | but you will leave all of your friends here . then you have to find a new job .  | if you insist on living there , i hope you can be happy everyday . ",1
"yes , i have decided to live abroad .  | i think life there is more comfortable . the cost of living is not so high like here and the environment there is better .  | that 's no problem . i can still be a painter .  | i will . anyway , i have bought the air ticket . i can come back if i 'm unhappy there , so do n't worry about me . ",1
"mark sanchez .  | it 's mark889 @ gmail.com .  | i ordered some gifts from your website last week , but they have n't arrived yet . they were supposed to be here 2 days ago . ",1
"thank you for calling target.com . my name is angela and i 'd be happy to assist you today . what is the name on the account ?  | thank you , mr sanchez . what 's your email address ?  | thank you . how may i help you today ? ",2
"hello , tina .  | he was born in indiana in nineteen thirty one , but his parents moved to california when he was 5. he was n't there long , though , because his mother passed away just 4 years later . jimmy 's father sent him back to indiana after that , to live with his aunt . ",1
"good evening and welcome to tonight 's addition of legendary lives our subject this evening is james dean actor in hero for the young people of his time . edward murray is the author of a new biography of dean . good evening , edward .  | edward , tell us about what you know about dean 's early life . ",2
"good morning . you have reached the monterrey bay in .  | alright . what are the dates for that reservation ?  | ok. would you like to book a room for another day ? we are having a special deal in march if you book a room for 2 days . you get the third day for free .  | i see . well , i do hope you consider our hotel when you get some vacation time so that will be $ 280 returned to you . would you like me to put it back on your visa ? ",2
"good morning , sir . i 'm calling to cancel a reservation .  | they are january twenty nineth through february 1 .  | no , sir . i 've started a new job recently so i wo n't have anytime off for at least 6 months . ",2
"yes , that 's right . ",2
"now , this get together we 're having at club mango .  | it 's not my favorite place . could n't we think of somewhere better ? ",2
"hey neighbor , i 'm going out of town this weekend and i was wondering if you could take care of my dog while i 'm gone . you know , my dog jaws , do n't you ?  | just feed him a can of dog food a day and make sure he has plenty of water in his dish . oh , and he needs someone to take him for a walk around the block every afternoon .  | no , he really needs a walk . ah , and he likes to watch the 3:00 o'clock soap opera on channel 4 and then you 'll need to brush his teeth after you give him doggie treats at 4:00 o'clock . ",1
"yeah .  | well , how about if i just throw a ball over the fence to give him some exercise .  | you must be out of your mind if you think i 'm going to watch your dog . i would n't watch that dog even if you paid me . ",2
"good afternoon . have a seat , please .  | well , have you been in the sales department for a long time ? ",2
thank you . i 'm interested in the sales manager position you advertised yesterday . ,1
"well , that was probably because you were talking on your mobile phone . ",1
"oh , i 'm terribly sorry , sir . i did n't see you stop . ",0
"oh , is she having a party ?  | ok , just call me when you want me to pick you up . ",1
"dad it 's julie 's birthday today .  | yes , and she 's invited me to spend the night at her place , is that alright dad ? ",1
"the chemistry assignment is difficult , i worked all night and could n't finish . ",0
you worked all night . it took me only 30 minutes . ,1
"how do you usually get to work in the morning ?  | i always seem to be 5 or 10 minutes late for everything . i drive to work everyday . so if the traffic is bad , i have to think of a new way to apologize to my boss for being late .  | no , not really . he knows that i live far away . i stay late whenever i do n't make it on time in the morning and it probably helps that i earned a fair amount of money for the company year after year .  | to be honest , i would rather change jobs than houses . my wife loves our house , especially since she works from home . our kids are in great schools . and on the weekends , there are a million things for us to do as a family .  | yeah , driving is pretty stressful sometimes .  | well , you and timothy might want to think about getting started with that . ",0
"i try to ride my bike most of the time . of course , when i 'm running late , i take the subway .  | does your boss yell at you if you 're late ?  | have you ever considered moving into the city to be closer to your job ?  | it does sound nice . for me , though , i love living in the city . there are so many cultural activities and i love not having to drive .  | i think it 's also easier to live in the city when you do n't have kids . if i were a mom , i probably live closer to you . ",1
"i see you fell asleep in the lawn chair again .  | no , but your face is very sunburned . ",1
that chair is very comfortable . do my eyes look really tired ? ,1
"well , do n't you love it ? yesterday in class miss green told everyone to do something for their moms because today is mother 's day . ",1
"honey , you do n't have to get up so early and do all the housework by yourself . you 're so sweet .  | oh , i almost forgot it . thank you , sweetheart . ",1
"it is so much quieter than my house near the highway , and bigger than your old house next to the train station . ",1
"my new apartment has such a great view , does n't it ?  | you should also move next to the park . ",1
hello . i want to stay in a hotel in doncaster .  | how large are they ?  | how much do they cost ?  | thank you . and what are the telephone numbers ?  | which one is closest to the city center ? ,1
